Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000202563	Erve virus	248062	3		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Nairoviridae, Orthonairovirus, Orthonairovirus erveense	GCA_001629985.1	9VIRU	Genome	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Nairoviridae	Orthonairovirus	Orthonairovirus erveense
UP000202581	Brugmansia mosaic virus	1239452	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus brugmansiae	GCA_000906515.1	9POTV	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus brugmansiae
UP000202588	Ramie mosaic Yunnan virus	1874886	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus ramiis	GCA_001698395.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ramiis
UP000202640	Faba bean necrotic stunt alphasatellite	1441773	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Mivedwarsatellite, Mivedwarsatellite fabazerbai	GCA_000919695.1	9VIRU	Genome	Viruses				Alphasatellitidae	Mivedwarsatellite	Mivedwarsatellite fabazerbai
UP000202642	Megabat bufavirus 1	1756191	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Protoparvovirus, Protoparvovirus chiropteran1	GCA_001611665.1	9VIRU	Genome	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Protoparvovirus chiropteran1
UP000202645	Blainvillea yellow spot virus	536081	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus blainvilleae	GCA_000880175.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus blainvilleae
UP000202650	Ramie mosaic virus	486809	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumhsinchuense, Tomato leaf curl Hsinchu virus	GCA_000879415.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumhsinchuense
UP000202668	Tomato leaf curl Seychelles virus	425303	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumseychellesense	GCA_000871445.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumseychellesense
UP000202670	Gannoruwa bat lyssavirus	1846259	5		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Lyssavirus gannoruwa	GCA_001887845.1	9RHAB	Genome	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Lyssavirus	Lyssavirus gannoruwa
UP000202701	Tobacco curly shoot virus - [Y41]	223250	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus nicotianae, Tobacco curly shoot virus	GCA_000859325.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus nicotianae
UP000202716	Pepper leaf curl Bangladesh virus	223305	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus capsicumbangladeschense	GCA_000842805.1	9GEMI	Segment DNA A	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus capsicumbangladeschense
UP000202738	Solanum mosaic Bolivia virus	932073	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumboliviense	GCA_000921815.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumboliviense
UP000202757	Thottapalayam virus	1980493	3		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Hantaviridae, Mammantavirinae, Thottimvirus, Thottimvirus thottapalayamense	GCA_000879955.1	9VIRU	Genome	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Thottimvirus	Thottimvirus thottapalayamense
UP000202772	Tomato mottle Taino virus	223358	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumtainoense	GCA_000838745.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumtainoense
UP000202775	Barley mild mosaic virus (strain UK-F) (BaMMV)	103901	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Bymovirus, Bymovirus hordei, Barley mild mosaic virus	GCA_000862285.1	BAMMU	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Bymovirus	Bymovirus hordei
UP000202792	Cleome leaf crumple virus	666144	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus cleomecrispi	GCA_000894195.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus cleomecrispi
UP000202793	Colecusatellite agerati	1260769	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite	GCA_000902015.1	9VIRU	Genome	Viruses				Alphasatellitidae	Colecusatellite	
UP000202827	Protoparvovirus eulipotyphla1	3052712	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Parvovirinae, Protoparvovirus	GCA_000973435.1	9VIRU	Segment	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	
UP000202840	Saccharum streak virus	683179	3		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus sacchari	GCA_000886895.1	9GEMI	Segment	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus sacchari
UP000202881	Bromus catharticus striate mosaic virus	936005	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus bromi	GCA_000890415.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus bromi
UP000202896	Cucurbit vein banding virus	2005044	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus cucurbitae	GCA_002210975.1	9POTV	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus cucurbitae
UP000202905	Pedilanthus leaf curl alphasatellite	2169842	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite pedilanthi	GCA_001967255.1	9VIRU	Segment	Viruses				Alphasatellitidae	Colecusatellite	Colecusatellite pedilanthi
UP000202908	Tomato mild mosaic virus	536086	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumtenuimusivi	GCA_000874565.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumtenuimusivi
UP000202911	limnipivirus B1	2870354	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Paavivirinae, Limnipivirus, Limnipivirus B	GCA_000915915.1	9PICO	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Limnipivirus	Limnipivirus B
UP000202916	Tomato leaf curl Malaysia virus	223346	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanummalaysiaense	GCA_000843005.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanummalaysiaense
UP000202918	Papaya leaf curl China virus - [G8]	269109	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus caricachinaense, Papaya leaf curl China virus	GCA_000846865.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus caricachinaense
UP000202930	Cotton leaf curl Gezira alphasatellite	679536	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite gossypigeziraense	GCA_000875105.1	9VIRU	Genome	Viruses				Alphasatellitidae	Colecusatellite	Colecusatellite gossypigeziraense
UP000202931	Okra mottle virus - [Brazil:okra]	555460	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus abelsmoschusmaculae, Okra mottle virus	GCA_000875625.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus abelsmoschusmaculae
UP000202968	Sida mosaic Bolivia virus 2	932070	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus sidaboliviaensecundi	GCA_000891535.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaboliviaensecundi
UP000202969	Mesta yellow vein mosaic alphasatellite	1705093	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Gosmusatellite, Gosmusatellite mestae	GCA_000899235.1	9VIRU	Genome	Viruses				Alphasatellitidae	Gosmusatellite	Gosmusatellite mestae
UP000202973	Chickpea chlorosis virus-A	887825	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus cicerosis, Chickpea chlorosis virus	GCA_000887795.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus cicerosis
UP000203003	Black beetle virus (BBV)	12285	5		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Magsaviricetes, Nodamuvirales, Nodaviridae, Alphanodavirus, Alphanodavirus heteronychi	GCA_000855345.1	BBV	Genome	Orthornavirae	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	Alphanodavirus	Alphanodavirus heteronychi
UP000203015	Cyclovirus TsCyV-1_JP-NUBS-2014	1592764	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus risi, Squirrel associated cyclovirus 1	GCA_001184985.1	9CIRC	Segment	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus risi
UP000203045	Papaya leaf curl Guangdong virus - [GD2]	269113	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus caricaguandongense, Papaya leaf curl Guandong virus	GCA_000845145.1	9GEMI	Segment DNA A	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus caricaguandongense
UP000203047	Chickpea redleaf virus	887827	4		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Mastrevirus rubrumprimi	GCA_000890315.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus rubrumprimi
UP000203070	East African cassava mosaic Kenya virus	393599	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus manihotiskenyaense	GCA_000882315.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus manihotiskenyaense
UP000203113	Bean chlorosis virus	1227354	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus phaseolichlorosis	GCA_000902035.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseolichlorosis
UP000203118	Malvastrum yellow vein Cambodia virus	1633139	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus malvastrumcambodiaense	GCA_000969115.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus malvastrumcambodiaense
UP000203133	Tomato rugose mosaic virus-[Ube]	223360	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumrugosi, Tomato rugose mosaic virus	GCA_000837205.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumrugosi
UP000203137	Ageratum yellow vein India alphasatellite	1407058	1		Unknown	Viruses, Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Colecusatellite, Colecusatellite ageravenaindiaense	GCA_000903535.1	9VIRU	Genome	Viruses				Alphasatellitidae	Colecusatellite	Colecusatellite ageravenaindiaense
UP000203138	Tomato leaf curl Taiwan virus	196093	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumtaiwanense	GCA_000840145.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumtaiwanense
UP000203177	Equus caballus papillomavirus 8	1912759	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Treiskappapapillomavirus, Treiskappapapillomavirus 1	GCA_001866975.1	9PAPI	Genome	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treiskappapapillomavirus	Treiskappapapillomavirus 1
UP000203183	Bean white chlorosis mosaic virus	2169732	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus phaseolialbi	GCA_000910695.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseolialbi
UP000203187	Wheat yellow mosaic virus	75746	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Bymovirus, Bymovirus triticitessellati	GCA_000862385.1	9POTY	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Bymovirus	Bymovirus triticitessellati
UP000203188	Bean calico mosaic virus	31602	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus phaseolicaliconis	GCA_000840005.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus phaseolicaliconis
UP000203197	Tomato chino La Paz virus	240492	5		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumlapazense	GCA_000842645.1	9GEMI	Segment DNA A	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumlapazense
UP000203201	East African cassava mosaic Cameroon virus	223262	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus manihotiscameroonense	GCA_000858965.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus manihotiscameroonense
UP000203204	Tomato leaf curl Madagascar virus-Menabe [Madagascar:Morondova:2001]	996311	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanummadagascarense, Tomato leaf curl Madagascar virus	GCA_000857385.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanummadagascarense
UP000203212	Tomato yellow margin leaf curl virus	260909	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumflavusmarginis	GCA_000843525.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusmarginis
UP000203228	Tomato leaf curl Kumasi virus	548915	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus	GCA_000880355.1	9GEMI	Segment DNA A	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	
UP000203232	Luffa yellow mosaic virus	207240	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus luffae	GCA_000841445.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus luffae
UP000203243	Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]	983437	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumpallidicontorsionis, Tomato chlorotic leaf distortion virus, Tomato mottle leaf curl Zulia virus	GCA_000894835.2	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumpallidicontorsionis
UP000203244	Rice necrosis mosaic virus	59500	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Bymovirus, Bymovirus oryzae	GCA_001430675.1	9POTY	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Bymovirus	Bymovirus oryzae
UP000203251	parechovirus D1	1394142	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Paavivirinae, Parechovirus, Parechovirus D	GCA_002118445.1	9PICO	Genome	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus D
UP000203258	Porcine circovirus 3	1868221	1		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus porcine3	GCA_001866935.1	9CIRC	Genome	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Circovirus porcine3
UP000203268	Siegesbeckia yellow vein virus-[GD13]	371463	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus siegesbeckiae, Siegesbeckia yellow vein virus	GCA_000867465.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus siegesbeckiae
UP000203276	West African Asystasia virus 1	1046573	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus asystasiaprimi	GCA_000896655.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus asystasiaprimi
UP000203311	Coccinia mosaic Tamil Nadu virus	1532882	8		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus cocciniae	GCA_000922555.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus cocciniae
UP000203321	Tomato yellow leaf curl Yunnan virus	1335768	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumflavusyunnanense	GCA_000909115.1	9GEMI	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusyunnanense
UP000203333	Duck associated cyclovirus 1	2006585	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus kacsa	GCA_002194385.1	9CIRC	Genome	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus kacsa
