Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000052012	Apilactobacillus ozensis DSM 23829 = JCM 17196	1423781	1405	C:97.5%[S:97.5%,D:0.0%],F:1.2%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus ozensis
UP000052023	Bradyrhizobium retamae	1300035	7419	C:99.5%[S:95.9%,D:3.6%],F:0.0%,M:0.5%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP000052230	Xanthomonas citri pv. citri	611301	5230	C:99.0%[S:98.8%,D:0.2%],F:0.1%,M:1.0%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas citri
UP000052232	Sphingobium cupriresistens LL01	1420583	4505	C:99.4%[S:98.9%,D:0.5%],F:0.0%,M:0.6%,n:1018	Standard	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cupriresistens
UP000052268	Novosphingobium barchaimii LL02	1114963	4834	C:99.3%[S:98.5%,D:0.8%],F:0.1%,M:0.6%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium barchaimii
UP000052982	Streptomyces griseoruber	1943	8500	C:99.9%[S:99.1%,D:0.8%],F:0.0%,M:0.1%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053024	Streptomyces bungoensis	285568	6972	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053030	Idiomarina zobellii	86103	2427	C:96.8%[S:96.7%,D:0.1%],F:0.2%,M:2.9%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	
UP000053038	Pectobacterium fontis	2558042	3597	C:99.5%[S:98.9%,D:0.7%],F:0.2%,M:0.2%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	
UP000053051	Richelia intracellularis HH01	1165094	2278	C:68.9%[S:68.8%,D:0.1%],F:2.8%,M:28.3%,n:1899	Unknown	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Richelia	Richelia intracellularis
UP000053091	Lentimicrobium saccharophilum	1678841	3377	C:93.7%[S:93.2%,D:0.6%],F:1.1%,M:5.2%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	
UP000053127	Streptomyces yokosukanensis	67386	8391	C:99.5%[S:99.1%,D:0.4%],F:0.1%,M:0.4%,n:1579	Close to standard (high value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053171	Rothia kristinae	37923	1872	C:91.8%[S:91.8%,D:0.0%],F:0.2%,M:8.0%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	
UP000053186	Thermus parvatiensis	456163	1971	C:78.2%[S:78.2%,D:0.0%],F:4.8%,M:16.9%,n:124	Outlier (low value)	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	
UP000053226	Moellerella wisconsensis ATCC 35017	1354267	2776	C:99.1%[S:98.9%,D:0.2%],F:0.5%,M:0.5%,n:440	Outlier (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Moellerella	Moellerella wisconsensis
UP000053235	Roseibium alexandrii	388408	4993	C:99.1%[S:99.1%,D:0.0%],F:0.2%,M:0.8%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	
UP000053244	Actinoplanes awajinensis subsp. mycoplanecinus	135947	9641	C:97.9%[S:95.5%,D:2.4%],F:0.0%,M:2.1%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes awajinensis
UP000053246	Micromonospora maris	1003110	5706	C:97.6%[S:96.2%,D:1.4%],F:0.3%,M:2.1%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	
UP000053260	Streptomyces dysideae	909626	8992	C:99.6%[S:98.9%,D:0.6%],F:0.1%,M:0.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053271	Streptomyces longwoodensis	68231	6937	C:99.4%[S:99.2%,D:0.2%],F:0.0%,M:0.6%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053300	Comamonas kerstersii	225992	2662	C:91.7%[S:91.7%,D:0.0%],F:0.1%,M:8.1%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
UP000053354	Planococcus versutus	1302659	3132	C:98.2%[S:98.0%,D:0.2%],F:0.0%,M:1.8%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	
UP000053370	Flexilinea flocculi	1678840	2774	C:89.7%[S:88.9%,D:0.7%],F:0.4%,M:10.0%,n:271	Unknown	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	
UP000053398	Streptomyces corchorusii (Streptomyces chibaensis)	1903	8659	C:99.6%[S:99.1%,D:0.4%],F:0.3%,M:0.1%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053429	Streptomyces caeruleatus	661399	8422	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.4%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053455	Aurantiacibacter marinus	874156	2546	C:99.2%[S:99.1%,D:0.1%],F:0.0%,M:0.8%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter	
UP000053470	Ralstonia solanacearum IPO1609	564066	4256	C:92.7%[S:92.7%,D:0.0%],F:1.2%,M:6.1%,n:688	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
UP000053512	Kocuria rosea subsp. polaris	136273	3298	C:97.2%[S:96.1%,D:1.1%],F:0.6%,M:2.2%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	Kocuria rosea
UP000053557	Ferroacidibacillus organovorans	1765683	2866	C:84.9%[S:82.9%,D:2.0%],F:3.1%,M:12.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Ferroacidibacillus	
UP000053586	Glaciecola punicea ACAM 611	1121923	2883	C:93.9%[S:93.8%,D:0.1%],F:1.6%,M:4.5%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola punicea
UP000053688	Candidatus Photodesmus katoptron Akat1	1236703	853	C:47.6%[S:47.6%,D:0.0%],F:1.1%,M:51.3%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Candidatus Photodesmus	Candidatus Photodesmus katoptron
UP000053699	Mycobacterium lepromatosis	480418	1477	C:87.2%[S:87.2%,D:0.0%],F:0.1%,M:12.7%,n:743	Outlier (low value)	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
UP000053718	Pseudidiomarina atlantica	1517416	2290	C:93.5%[S:93.3%,D:0.2%],F:0.0%,M:6.5%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina	
UP000053784	Candidatus Photodesmus blepharus	1179155	923	C:51.3%[S:51.3%,D:0.0%],F:0.7%,M:48.0%,n:1445	Outlier (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Candidatus Photodesmus	
UP000053859	Streptomyces azureus	146537	8162	C:97.2%[S:96.7%,D:0.4%],F:0.5%,M:2.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053899	Leptothrix ochracea L12	735332	531	C:15.6%[S:15.6%,D:0.0%],F:1.6%,M:82.8%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Leptothrix	Leptothrix ochracea
UP000053902	Pseudomonas saudiphocaensis	1499686	3411	C:98.8%[S:98.2%,D:0.6%],F:0.5%,M:0.6%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP000053923	Streptomyces regalis	68262	9110	C:99.4%[S:98.6%,D:0.8%],F:0.0%,M:0.6%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000053937	Chlorobium limicola	1092	1841	C:83.0%[S:83.0%,D:0.0%],F:1.6%,M:15.3%,n:1160	Unknown	Pseudomonadati	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	
UP000054024	Streptomyces curacoi	146536	7114	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000054051	Candidatus Glomeribacter gigasporarum BEG34	1070319	1471	C:65.8%[S:65.6%,D:0.3%],F:1.7%,M:32.4%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus Glomeribacter	Candidatus Glomeribacter gigasporarum
UP000054075	Rickettsiella grylli	59196	1372	C:82.3%[S:81.0%,D:1.3%],F:0.9%,M:16.8%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	
UP000054078	Tractidigestivibacter scatoligenes (Olsenella scatoligenes)	1299998	2032	C:98.7%[S:98.4%,D:0.4%],F:0.0%,M:1.3%,n:548	Unknown	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	
UP000054099	Fictibacillus enclensis	1017270	4409	C:99.8%[S:99.8%,D:0.0%],F:0.2%,M:0.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus	
UP000054123	Mannheimia granulomatis	85402	2078	C:94.1%[S:94.1%,D:0.0%],F:0.0%,M:5.9%,n:1100	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	
UP000054241	Streptomyces cellostaticus	67285	8025	C:99.7%[S:98.9%,D:0.8%],F:0.1%,M:0.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000054262	Methylophilales bacterium HTCC2181	383631	1336	C:90.4%[S:90.1%,D:0.3%],F:0.9%,M:8.7%,n:738	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales			
UP000054314	Cellulomonas bogoriensis 69B4 = DSM 16987	1386082	2898	C:92.7%[S:92.6%,D:0.2%],F:3.9%,M:3.4%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas bogoriensis
UP000054316	Vibrio alginolyticus	663	4596	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP000054357	Haloechinothrix halophila YIM 93223	592678	356	C:18.5%[S:18.5%,D:0.0%],F:0.7%,M:80.8%,n:292	Outlier (low value)	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Haloechinothrix	Haloechinothrix halophila
UP000054363	Pseudidiomarina salinarum	435908	2100	C:92.6%[S:92.4%,D:0.1%],F:0.2%,M:7.2%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina	
UP000054375	Streptomyces griseorubiginosus	67304	8295	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000054404	Trueperella bernardiae	59561	1762	C:96.2%[S:96.2%,D:0.0%],F:0.3%,M:3.4%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	
UP000054422	Legionella norrlandica	1498499	2338	C:86.8%[S:86.7%,D:0.1%],F:0.8%,M:12.4%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054624	Caballeronia temeraria	1777137	7819	C:99.7%[S:99.4%,D:0.3%],F:0.0%,M:0.3%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	
UP000054703	Legionella santicrucis	45074	4213	C:99.6%[S:99.2%,D:0.4%],F:0.4%,M:0.0%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054709	Paenibacillus etheri	1306852	5639	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
UP000054725	Legionella nautarum	45070	3169	C:99.9%[S:99.7%,D:0.1%],F:0.1%,M:0.0%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054742	Legionella brunensis	29422	3280	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054804	Streptomyces silvensis	1765722	7592	C:98.0%[S:97.7%,D:0.4%],F:0.1%,M:1.9%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP000054823	Shimia marina	321267	3874	C:97.6%[S:97.2%,D:0.4%],F:0.7%,M:1.7%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Shimia	
UP000054869	Legionella lansingensis	45067	2630	C:99.6%[S:99.6%,D:0.0%],F:0.3%,M:0.1%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054870	Caballeronia catudaia	1777136	7144	C:99.9%[S:98.8%,D:1.0%],F:0.0%,M:0.1%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	
UP000054877	Legionella spiritensis	452	2908	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054908	Legionella maceachernii	466	3191	C:99.0%[S:98.6%,D:0.4%],F:0.5%,M:0.5%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000054925	Caballeronia terrestris	1226301	7618	C:99.6%[S:99.1%,D:0.4%],F:0.0%,M:0.4%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	
UP000054935	Tropicibacter naphthalenivorans	441103	4206	C:99.6%[S:99.3%,D:0.4%],F:0.2%,M:0.1%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicibacter	
UP000054985	Legionella moravica	39962	3177	C:99.7%[S:99.7%,D:0.0%],F:0.1%,M:0.1%,n:772	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
UP000055060	Longilinea arvoryzae	360412	3871	C:91.1%[S:89.7%,D:1.5%],F:0.7%,M:8.1%,n:271	Unknown	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	
UP000055136	Candidatus Tenderia electrophaga	1748243	3329	C:96.6%[S:96.2%,D:0.5%],F:0.2%,M:3.2%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Tenderiales	Candidatus Tenderiaceae	Candidatus Tenderia	
UP000055590	Vulgatibacter incomptus	1391653	3704	C:97.6%[S:95.2%,D:2.4%],F:1.6%,M:0.8%,n:124	Unknown	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
UP000055611	Pseudodesulfovibrio indicus	1716143	3458	C:97.6%[S:97.0%,D:0.5%],F:0.0%,M:2.4%,n:777	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	
UP000056090	Alteromonas australica	589873	3445	C:97.8%[S:97.8%,D:0.0%],F:0.2%,M:2.0%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
UP000056109	Acetobacter senegalensis	446692	3497	C:98.2%[S:98.1%,D:0.2%],F:0.8%,M:1.0%,n:617	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	
UP000056252	Hoylesella enoeca	76123	2300	C:97.0%[S:96.9%,D:0.2%],F:0.0%,M:3.0%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
UP000056322	Candidatus Methylopumilus turicensis	1581680	1739	C:98.0%[S:97.8%,D:0.1%],F:0.4%,M:1.6%,n:738	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Candidatus Methylopumilus	
UP000056750	Alteromonas stellipolaris	233316	4078	C:99.4%[S:99.1%,D:0.2%],F:0.1%,M:0.5%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
UP000056905	Caulobacter henricii	69395	3615	C:99.8%[S:99.3%,D:0.5%],F:0.2%,M:0.0%,n:432	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
UP000056968	Sphingobium baderi	1332080	4283	C:99.5%[S:99.0%,D:0.5%],F:0.0%,M:0.5%,n:1018	Standard	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
UP000057088	Vibrio fluvialis	676	4346	C:99.9%[S:99.9%,D:0.1%],F:0.0%,M:0.1%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP000057134	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	1766	6012	C:99.5%[S:99.5%,D:0.0%],F:0.5%,M:0.0%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	
UP000057158	Desulfuromonas soudanensis	1603606	3469	C:98.9%[S:98.4%,D:0.5%],F:0.2%,M:0.9%,n:870	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	
UP000057213	Bartonella ancashensis	1318743	1328	C:92.2%[S:92.2%,D:0.0%],F:0.6%,M:7.2%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	
UP000057609	Geobacter pickeringii	345632	2968	C:96.8%[S:96.0%,D:0.8%],F:1.6%,M:1.6%,n:124	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	
UP000057737	Bradyrhizobium macuxiense	1755647	7416	C:97.2%[S:95.3%,D:1.9%],F:0.2%,M:2.7%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP000057938	Altererythrobacter epoxidivorans	361183	2773	C:99.0%[S:98.8%,D:0.2%],F:0.4%,M:0.6%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	
UP000057981	Pseudalgibacter alginicilyticus	1736674	3236	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:733	Close to standard (high value)	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudalgibacter	
UP000058020	Candidatus Thioglobus autotrophicus	1705394	1488	C:90.4%[S:90.2%,D:0.3%],F:0.8%,M:8.7%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Thioglobus	
UP000058305	Microterricola viridarii	412690	3119	C:97.4%[S:97.0%,D:0.4%],F:0.0%,M:2.6%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microterricola	
UP000058446	Corynebacterium lactis RW2-5	1408189	2361	C:96.2%[S:96.2%,D:0.0%],F:0.4%,M:3.4%,n:743	Close to standard (high value)	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium lactis
UP000058599	Sphingopyxis granuli	267128	4159	C:99.6%[S:99.3%,D:0.3%],F:0.1%,M:0.3%,n:1018	Standard	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	
UP000059113	Aurantiacibacter atlanticus	1648404	3172	C:98.2%[S:97.6%,D:0.6%],F:0.7%,M:1.1%,n:1018	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter	
UP000059419	Duffyella gerundensis	1619313	4160	C:99.1%[S:98.9%,D:0.2%],F:0.0%,M:0.9%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Duffyella	
UP000059542	Hymenobacter sedentarius	1411621	3828	C:98.6%[S:98.3%,D:0.3%],F:0.1%,M:1.3%,n:768	Unknown	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	
UP000059672	Lutibacter profundi	1622118	2525	C:98.2%[S:98.0%,D:0.3%],F:0.3%,M:1.5%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	
UP000059847	Psychrobacter urativorans	45610	2346	C:96.4%[S:96.2%,D:0.3%],F:0.5%,M:3.0%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
UP000060016	Corynebacterium riegelii	156976	2204	C:97.6%[S:97.3%,D:0.3%],F:0.3%,M:2.2%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
UP000060699	Roseateles depolymerans	76731	4768	C:98.4%[S:98.1%,D:0.3%],F:0.1%,M:1.5%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	
UP000060787	Lysobacter antibioticus	84531	5139	C:99.4%[S:99.1%,D:0.3%],F:0.4%,M:0.2%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	
UP000061010	Stenotrophomonas acidaminiphila	128780	3588	C:98.4%[S:98.2%,D:0.2%],F:0.1%,M:1.6%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	
UP000061135	Polynucleobacter duraquae	1835254	2057	C:93.5%[S:92.9%,D:0.6%],F:1.7%,M:4.8%,n:688	Outlier (low value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	
UP000061227	Fructobacillus pseudoficulneus	220714	1336	C:95.5%[S:95.0%,D:0.5%],F:0.7%,M:3.7%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	
UP000061382	Rufibacter tibetensis	512763	4108	C:98.3%[S:98.2%,D:0.1%],F:0.0%,M:1.7%,n:768	Unknown	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	
UP000061457	Pseudoalteromonas phenolica	161398	4164	C:99.3%[S:99.0%,D:0.2%],F:0.1%,M:0.6%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
UP000061489	Marinobacter similis	1420916	2692	C:60.4%[S:60.2%,D:0.1%],F:0.8%,M:38.9%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	
UP000061546	Companilactobacillus heilongjiangensis	1074467	2318	C:98.8%[S:98.0%,D:0.7%],F:0.2%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	
UP000061603	Rugosibacter aromaticivorans	1565605	2443	C:91.9%[S:91.3%,D:0.5%],F:0.1%,M:8.0%,n:738	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Rugosibacter	
UP000061660	Paenibacillus naphthalenovorans	162209	5049	C:98.7%[S:98.0%,D:0.7%],F:0.0%,M:1.3%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
UP000061839	Psychromicrobium lacuslunae	1618207	2887	C:95.3%[S:95.2%,D:0.2%],F:0.0%,M:4.7%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Psychromicrobium	
UP000062160	Tepidanaerobacter syntrophicus	224999	2299	C:92.7%[S:91.5%,D:1.2%],F:1.6%,M:5.7%,n:247	Unknown	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	
UP000062260	Aerococcus urinaehominis	128944	1595	C:95.5%[S:95.5%,D:0.0%],F:0.2%,M:4.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	
